,HiddenNodes,lit_accuracy,lit_precision,lit_recall,lit_f1,sklearn_hamLoss,sklearn_accuracy,term_wise_accuracy,sklearn_macro_precision,sklearn_micro_precision,sklearn_macro_recall,sklearn_micro_recall,sklearn_macro_f1,sklearn_micro_f1,activation,type,phase,total_time,model_nm,Unnamed: 0
0,100,0.0859321793151832,0.1853021609287967,0.09286711656771657,0.1237266569054524,0.040862651244693855,0.035735856653915835,0.959137348755306,0.06259880770707141,0.5943321962739438,0.009344542481424205,0.07667569397427218,0.012561742422453687,0.13582801115408832,_bipolar_sigmoid,t1_bert,train,32.30600690841675,t1_bert_100__bipolar_sigmoid_uniform,0.0
1,200,0.10836063967857287,0.22381216025770087,0.11796305630987992,0.15449667022941982,0.0401622539748254,0.04620495268773908,0.9598377460251746,0.1614730211584408,0.6365068647310376,0.013064537197204443,0.09573459715639812,0.017986181212902085,0.16643615925609864,_bipolar_sigmoid,t1_bert,train,43.516377449035645,t1_bert_200__bipolar_sigmoid_uniform,1.0
2,300,0.11840065679578834,0.2402993087712234,0.12831305917094474,0.16729519737621287,0.03993540465664938,0.05164082947453191,0.9600645953433506,0.2365905577181845,0.6438901697757283,0.014438139758778109,0.10399458361543668,0.019714963320610342,0.1790679373961703,_bipolar_sigmoid,t1_bert,train,17.901254653930664,t1_bert_300__bipolar_sigmoid_uniform,2.0
3,400,0.13290410049172466,0.2682957519629555,0.14347005876001798,0.18696261951230933,0.03959938410410115,0.05929132273001812,0.9604006158958988,0.13911099929328294,0.654510556621881,0.015610842433019238,0.11543669600541638,0.020652930680120637,0.1962589928057554,_bipolar_sigmoid,t1_bert,train,21.30904054641724,t1_bert_400__bipolar_sigmoid_uniform,3.0
4,500,0.1402089722914262,0.2822545466747198,0.15112755368765984,0.19685371924914255,0.03944342519785514,0.06361989128246426,0.9605565748021448,0.2301627120593397,0.6599107474897732,0.01681363365426593,0.12014218009478675,0.022736873775621082,0.20327624720774387,_bipolar_sigmoid,t1_bert,train,25.105870485305786,t1_bert_500__bipolar_sigmoid_uniform,4.0
5,600,0.14747238313899155,0.29555902288437014,0.15846492671156323,0.20631395741125658,0.03924067861973533,0.0665391584457419,0.9607593213802647,0.32985643493811,0.6647797629577216,0.018838232729873425,0.12721733243060257,0.025848443400609527,0.21356519762452758,_bipolar_sigmoid,t1_bert,train,30.318930625915527,t1_bert_600__bipolar_sigmoid_uniform,
6,700,0.1551135847692,0.3070599288638346,0.1666761717080198,0.2160678629565328,0.0389500279308223,0.06986108314878196,0.9610499720691777,0.3947537623018346,0.676933607118412,0.021189937434358777,0.13392010832769127,0.02998650787941431,0.22360388876328285,_bipolar_sigmoid,t1_bert,train,34.49579691886902,t1_bert_700__bipolar_sigmoid_uniform,
7,800,0.16693799981945023,0.32546305617072674,0.17967535166743212,0.23153135126865343,0.03861826080298988,0.07650493255486208,0.9613817391970101,0.4188388918091669,0.683572567783094,0.023463954127914723,0.14509140148950575,0.03333644554618561,0.2393744764032393,_bipolar_sigmoid,t1_bert,train,38.465152740478516,t1_bert_800__bipolar_sigmoid_uniform,
8,900,0.17257080665143246,0.3352108838972136,0.18632891771351423,0.23951951896847726,0.03829074709987325,0.07801489832897121,0.9617092529001268,0.504527415611631,0.6967531458754078,0.02712799294473162,0.1518280297901151,0.040071968684319455,0.24932595825110485,_bipolar_sigmoid,t1_bert,train,41.75731372833252,t1_bert_900__bipolar_sigmoid_uniform,
9,1000,0.1802585640608824,0.3482660559693977,0.19409558282919734,0.2492687471877343,0.038059644356981434,0.0817394805717737,0.9619403556430186,0.4345882651277181,0.7013142174432497,0.02764584237773482,0.15897088693297226,0.04022668040112295,0.2591897560437134,_bipolar_sigmoid,t1_bert,train,43.36166477203369,t1_bert_1000__bipolar_sigmoid_uniform,5.0
10,2000,0.2713034210408105,0.4775181675247106,0.2937623336392495,0.3637505448030944,0.03437617855309834,0.12653513187034424,0.9656238214469016,0.776537009304373,0.7752703826955075,0.0706516883075662,0.2523696682464455,0.1101533875648021,0.3807845540913271,_bipolar_sigmoid,t1_bert,train,86.53167676925659,t1_bert_2000__bipolar_sigmoid_uniform,6.0
11,3000,0.384038225104672,0.6011971072571038,0.4144149350276364,0.4906303780767982,0.029369897662601337,0.19277229716126434,0.9706301023373988,0.9497510141295276,0.8383559542979833,0.1548756844168173,0.3701083276912661,0.2397851228957642,0.5135154176745497,_bipolar_sigmoid,t1_bert,train,128.23914408683777,t1_bert_3000__bipolar_sigmoid_uniform,7.0
12,4000,0.5262949309470656,0.7228640502787389,0.5600186688990779,0.6311058013027688,0.022439650992323985,0.29615462049526875,0.977560349007676,0.9830035758621162,0.8944370937122476,0.3403976982790596,0.5263371699390657,0.484981711019348,0.6627027257421734,_bipolar_sigmoid,t1_bert,train,179.81314969062802,t1_bert_4000__bipolar_sigmoid_uniform,8.0
13,5000,0.6909603554754343,0.8247928379698077,0.7287791101544373,0.7738190577438488,0.01419793170134153,0.4623515200322126,0.9858020682986584,0.9872464745648318,0.9319911504424778,0.6363278561646416,0.7130331753554502,0.7689751130245884,0.807940161104718,_bipolar_sigmoid,t1_bert,train,235.89735102653503,t1_bert_5000__bipolar_sigmoid_uniform,9.0
14,6000,0.8385051234721639,0.9070210942874953,0.8673934363669779,0.8867647669016611,0.007066356261182963,0.6765653311858264,0.992933643738817,0.9910993171948791,0.9600569544364509,0.8769535968260728,0.8673662830060934,0.9300360321425015,0.9113608878139007,_bipolar_sigmoid,t1_bert,train,321.1713309288025,t1_bert_6000__bipolar_sigmoid_uniform,
15,7000,0.9158908931462206,0.9462925437759346,0.9337623476318275,0.9399856900572435,0.0035757123777494845,0.8376283470907993,0.9964242876222505,0.9933927182058512,0.9760377757417718,0.9430767665031022,0.9376438727149627,0.9674186031052455,0.9564556787181878,_bipolar_sigmoid,t1_bert,train,444.62015557289124,t1_bert_7000__bipolar_sigmoid_uniform,
16,8000,0.9469452314680826,0.9636043921628779,0.955491853682412,0.9595309759763311,0.0022784178394303816,0.9186631769679887,0.9977215821605696,0.9939317045742044,0.9847964177861085,0.9526605078075607,0.9604265402843601,0.972674850313191,0.9724588253440505,_bipolar_sigmoid,t1_bert,train,567.6691670417786,t1_bert_8000__bipolar_sigmoid_uniform,
17,9000,0.9554533550582472,0.9690320400356638,0.9636131839549396,0.9663150151531966,0.0020260479729595614,0.9344674854036642,0.9979739520270404,0.9885715688706714,0.9837549475133368,0.959004521110038,0.967603249830738,0.9734056957013675,0.9756122536052564,_bipolar_sigmoid,t1_bert,train,769.1759691238403,t1_bert_9000__bipolar_sigmoid_uniform,
18,10000,0.957722656736145,0.9706739480571775,0.9668136032591444,0.9687399298884296,0.0020260479729595614,0.9361787799476544,0.9979739520270404,0.9826278834649658,0.9816331425830108,0.9652061266786226,0.9697698036560596,0.9736391386932634,0.9756654121894318,_bipolar_sigmoid,t1_bert,train,650.6816027164458,t1_bert_10000__bipolar_sigmoid_uniform,10.0
